2,0.21
5,0.0
6,0.0
7,0.0
9,0.0
11,0.08
12,0.02
15,0.02
16,0.01
17,0.0
19,0.0
21,0.0
22,0.01
24,0.0
27,0.03
28,0.04
30,0.06
33,0.0
35,0.0
37,0.04
38,0.0
40,0.0981938064515
41,0.01
44,0.0
46,0.02
47,0.0
48,0.0
50,0.0
52,0.294166666667
53,0.0
55,0.01
57,0.0
58,0.02
59,0.0
62,0.04
63,0.0
64,0.0
65,0.0
67,0.0
69,0.07
70,0.0
71,0.2
72,0.0
73,0.0
76,0.0
78,0.0
79,0.03
81,0.03
85,0.0
86,0.0
89,0.01
94,0.0
96,0.0
97,0.05
98,0.0
99,0.0
100,0.03
103,0.03
104,0.01
108,0.01
110,0.0
112,0.0
114,0.0831238161159
116,0.0
117,0.06
119,0.0
120,0.01
121,0.0
123,0.03
124,0.0
126,0.0
128,0.0
129,0.04
133,0.01
138,0.02
147,0.0
149,0.05
158,0.0
160,0.0
164,0.02
167,0.03
168,0.04
174,0.0
181,0.02
185,0.03
187,0.05
189,0.02
190,0.04
194,0.0
197,0.18
198,0.0
201,0.07
205,0.0
208,0.09
211,0.0
216,0.0
219,0.05
223,0.0
224,0.0
226,0.0
229,0.0
230,0.01
237,0.0
238,0.0
240,0.01
243,0.0
245,0.08
246,0.7
247,0.0
248,0.02
249,0.0
250,0.51
251,0.0
255,0.23
256,0.02
257,0.1
260,0.02
261,0.01
263,0.17
264,0.329513869226
267,0.02
268,0.01
272,0.01
274,0.01
275,0.01
277,0.88
278,0.18
280,0.0
281,0.08
282,0.11
283,0.0
284,0.05
286,0.0010733005733
290,0.02
291,0.02
293,0.0
295,0.05
297,0.0
298,0.03
300,0.0
304,0.01
305,0.0
308,0.04
309,0.0
310,0.02
312,0.0
313,0.0547948717949
315,0.04
317,0.02
318,0.0
321,0.0
323,0.03
325,0.0
326,0.0
327,0.01
328,0.05
329,0.0
330,0.0
331,0.0
334,0.03
335,0.01
336,0.05
337,0.03
338,0.0392857142857
339,0.0
341,0.33
343,0.03
346,0.0
348,0.0
350,0.25
351,0.0
352,0.0244451044769
357,0.05
358,0.0
360,0.01
361,0.0
364,0.01
365,0.06
366,0.0
367,0.0
368,0.0
370,0.0
372,0.0
376,0.0
377,0.0
379,0.01
380,0.0
381,0.01
385,0.0
386,0.03
389,0.01
391,0.04
392,0.0
393,0.0
395,0.0
396,0.0
397,0.01
398,0.01
399,0.04
400,0.01
401,0.03
403,0.0
405,0.1
406,0.0
409,0.0
411,0.01
413,0.01
418,0.0
419,0.0
422,0.0244451044769
424,0.23
425,0.05
427,0.0
430,0.0
431,0.0
434,0.0
435,0.0
437,0.01
438,0.0
439,0.0
442,0.0
446,0.0
450,0.03
451,0.0
452,0.0
454,0.0
455,0.0
463,0.0
464,0.0
465,0.0
467,0.0977847358677
468,0.02
470,0.0
472,0.23
473,0.0
475,0.0
476,0.0
479,0.0
481,0.0
483,0.0
484,0.04
486,0.01
487,0.0
491,0.0
494,0.04
495,0.01
497,0.09
498,0.01
499,0.0
503,0.05
504,0.0
505,0.0
506,0.05
507,0.02
508,0.0
509,0.0
510,0.01
511,0.0
512,0.07
516,0.0
518,0.01
519,0.0
520,0.0
521,0.0
522,0.01
524,0.0
525,0.0
526,0.0
528,0.0
529,0.03
531,0.03
532,0.48
534,0.14
536,0.04
539,0.13
540,0.02
541,0.0
542,0.0
545,0.0
546,0.0
552,0.04
556,0.0
557,0.0
559,0.01
562,0.03
563,0.03
565,0.02
569,0.0
570,0.15
574,0.0
575,0.04
585,0.0
589,0.02
590,0.03
592,0.0
593,0.0
594,0.0
595,0.0
597,0.0
601,0.0
603,0.0
604,0.0
605,0.0
607,0.0
608,0.01
610,0.0
612,0.17
613,0.04
615,0.03
616,0.21
617,0.01
619,0.0
620,0.0302742975978
621,0.0
624,0.01
625,0.05
628,0.0
629,0.0
630,0.0360119047619
632,0.01
634,0.0
637,0.0
638,0.03
642,0.03
643,0.0
644,0.07
646,0.0
655,0.03
660,0.0
664,0.02
665,0.06
666,0.01
670,0.07
671,0.06
672,0.0
675,0.0
676,0.04
677,0.0
678,0.0
680,0.05
683,0.03
684,0.0
685,0.31
691,0.09
693,0.0
696,0.0
698,0.0
699,0.0
700,0.02
703,0.01
704,0.01
705,0.0
707,0.07
709,0.09
711,0.000526315789474
713,0.0
716,0.0
719,0.0
721,0.0
722,0.0
723,0.06
724,0.0
727,0.0
728,0.0
729,0.0
733,0.04
736,0.04
739,0.02
742,0.28
743,0.02
744,0.01
745,0.03
747,0.02
749,0.16
750,0.01
751,0.0
752,0.0
755,0.01
756,0.01
762,0.02
763,0.0
764,0.0
765,0.01
766,0.08
769,0.0
770,0.18
773,0.0
774,0.02
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.02
786,0.0
788,0.03
794,0.01
796,0.2
801,0.1
802,0.01
803,0.01
804,0.0
805,0.0
809,0.0
810,0.03
817,0.02
819,0.03
821,0.0
824,0.43
825,0.01
826,0.03
830,0.0
831,0.07
832,0.0
833,0.03
837,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.01
844,0.1
845,0.0
848,0.03
853,0.02
854,0.0
855,0.0
856,0.02
861,0.01
865,0.0
866,0.0
867,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.06
875,0.0
876,0.02
879,0.0
880,0.0
883,0.0
884,0.01
886,0.0
890,0.0
892,0.01
893,0.35
894,0.01
895,0.0
896,0.0
897,0.0
899,0.11
900,0.02
901,0.0
902,0.24
905,0.07
912,0.04
914,0.31
915,0.05
917,0.16
918,0.0
919,0.0
921,0.0
922,0.02
923,0.0
926,0.0
929,0.01
930,0.01
931,0.0
937,0.0
938,0.0
939,0.05
941,0.03
946,0.04
947,0.17
950,0.0
951,0.0
952,0.0
953,0.03
954,0.01
955,0.0
956,0.01
957,0.0
960,0.0
963,0.22
966,0.05
969,0.14
971,0.0
972,0.01
975,0.0
980,0.01
982,0.16
983,0.0
985,0.08
987,0.0
988,0.0
991,0.0
992,0.0
995,0.13
996,0.01
998,0.0
1001,0.0
1002,0.0
1004,0.0
1005,0.09
1010,0.0
1011,0.0
1012,0.0
1013,0.04
1014,0.0
1015,0.05
1016,0.025
1022,0.01
1023,0.0
1024,0.0
1025,0.0
1026,0.04
1028,0.01
1029,0.04
1032,0.02
1034,0.03
1036,0.0
1037,0.0
1039,0.15
1042,0.0
1045,0.0
1046,0.02
1050,0.0
1052,0.04
1055,0.0
1057,0.05
1058,0.0
1060,0.0
1062,0.0
1063,0.0
1064,0.0208654647026
1065,0.03
1066,0.01
1067,0.0690238095238
1068,0.06
1070,0.427714285714
1072,0.0
1077,0.24
1078,0.0
1079,0.0
1081,0.0
1082,0.02
1093,0.01
1094,0.01
1102,0.04
1103,0.01
1106,0.05
1107,0.04
1112,0.03
1113,0.0
1114,0.05
1116,0.0
1118,0.02
1120,0.0
1121,0.0
1128,0.07
1130,0.0
1132,0.0
1135,0.01
1138,0.21
1139,0.0
1141,0.0
1143,0.21
1146,0.15
1148,0.0244451044769
1149,0.0
1151,0.0
1152,0.0483241192414
1153,0.0
1155,0.06
1157,0.0
1160,0.05
1161,0.02
1162,0.02
1164,0.0831040975746
1168,0.0
1169,0.0
1174,0.16
1176,0.0
1177,0.12
1178,0.0
1180,0.07
1181,0.05
1182,0.11
1185,0.197174603175
1190,0.0
1194,0.0
1196,0.03
1199,0.0
1200,0.0
1201,0.01
1202,0.01
1206,0.24
1207,0.0
1208,0.0
1212,0.04
1216,0.0
1219,0.0
1221,0.01
1222,0.0
1225,0.0
1227,0.0
1230,0.03
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.564166666667
1237,0.0
1238,0.07
1239,0.49
1240,0.02
1241,0.0
1244,0.05
1245,0.03
1247,0.0
1250,0.01
1251,0.0
1257,0.0
1259,0.0
1266,0.06
1267,0.75
1268,0.0
1270,0.78
1272,0.0
1273,0.13
1276,0.07
1278,0.0
1279,0.06
1283,0.07
1284,0.0
1286,0.02
1289,0.0
1290,0.0
1292,0.0
1293,0.06
1294,0.2
1296,0.17
1298,0.0
1299,0.19
1301,0.03
1304,0.06
1306,0.0
1308,0.15
1310,0.02
1311,0.0
1312,0.08
1315,0.0
1318,0.01
1319,0.07
1320,0.03
1323,0.0
1324,0.01
1325,0.02
1326,0.0
1329,0.5
1331,0.12
1332,0.04
1335,0.0
1336,0.17
1338,0.02
1340,0.0268333333333
1342,0.0
1345,0.01
1347,0.0
1349,0.0
1350,0.04
1351,0.0
1354,0.01
1355,0.0
1356,0.0
1359,0.01
1361,0.23
1362,0.33
1363,0.135488982028
1365,0.0
1366,0.02
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.13
1374,0.03
1375,0.01
1376,0.01
1379,0.0
1380,0.0
1383,0.0244451044769
1387,0.02
1388,0.06
1389,0.01
1390,0.02
1394,0.0532619047619
1396,0.0638888888889
1397,0.02
1399,0.0
1400,0.54
1402,0.23
1403,0.07
1404,0.04
1405,0.07
1407,0.12
1409,0.0
1413,0.0
1415,0.01
1416,0.03
1418,0.0
1422,0.0
1423,0.0
1425,0.0
1428,0.0
1429,0.0
1430,0.0244451044769
1431,0.12
1432,0.0
1434,0.0
1435,0.0
1436,0.32
1438,0.0
1443,0.04
1445,0.04
1446,0.1
1453,0.0
1456,0.01
1458,0.0
1459,0.0
1460,0.01
1461,0.18
1462,0.74
1463,0.0
1466,0.27
1467,0.0
1469,0.19
1470,0.01
1471,0.332017852246
1473,0.06
1476,0.0
1477,0.04
1481,0.0244451044769
1482,0.01
1485,0.07
1486,0.2
1490,0.03
1491,0.171747863248
1493,0.0
1494,0.03
1500,0.0
1504,0.0
1506,0.0
1509,0.0
1512,0.0
1514,0.11
1518,0.0
1520,0.0
1522,0.09
1525,0.247768009768
1526,0.0
1529,0.71
1530,0.02
1532,0.0
1533,0.01
1537,0.0
1542,0.04
1544,0.0
1545,0.1
1546,0.135488982028
1549,0.17
1551,0.0
1552,0.0
1555,0.0
1556,0.0
1558,0.0
1560,0.0
1561,0.05
1562,0.0
1563,0.0
1566,0.01
1568,0.0
1570,0.0
1575,0.05
1577,0.0
1579,0.0
1581,0.01
1582,0.19
1585,0.02
1586,0.01
1587,0.03
1593,0.0
1597,0.25
1599,0.01
1608,0.0
1609,0.0244451044769
1612,0.0585655167663
1615,0.0
1616,0.0
1618,0.01
1619,0.0
1624,0.0
1625,0.2
1627,0.0
1628,0.04
1635,0.0
1636,0.0
1637,0.01
1640,0.0
1642,0.01
1645,0.0
1647,0.0
1648,0.12
1650,0.0
1651,0.06
1653,0.0
1654,0.0
1655,0.03
1656,0.08
1657,0.0
1659,0.02
1661,0.18
1662,0.14
1663,0.156666666667
1664,0.07
1671,0.0
1673,0.0244451044769
1674,0.0
1678,0.11
1680,0.07
1682,0.05
1687,0.0
1689,0.0
1690,0.0
1691,0.01
1692,0.04
1696,0.02
1701,0.2
1702,0.01
1705,0.0
1707,0.0
1711,0.0
1714,0.03
1715,0.1
1716,0.0
1717,0.0
1719,0.0
1723,0.0
1725,0.0
1726,0.36
1728,0.0
1730,0.0
1731,0.0
1736,0.0
1742,0.21
1745,0.07
1747,0.35
1749,0.0
1750,0.2
1751,0.03
1752,0.01
1753,0.09
1754,0.0
1758,0.15
1759,0.01
1760,0.0
1761,0.0
1763,0.19
1765,0.08
1767,0.11
1768,0.0
1769,0.0
1774,0.04
1775,0.01
1776,0.0
1777,0.0
1779,0.02
1780,0.05
1783,0.0
1784,0.0
1785,0.0
1789,0.0
1790,0.0
1792,0.02
1793,0.0
1795,0.01
1796,0.03
1798,0.03
1802,0.05
1803,0.01
1805,0.0
1806,0.03
1809,0.01
1810,0.0
1812,0.01
1813,0.03
1814,0.1
1815,0.04
1817,0.01
1818,0.05
1819,0.0
1820,0.01
1821,0.16
1823,0.05
1826,0.02
1827,0.01
1829,0.17
1831,0.0
1833,0.1
1834,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.11
1841,0.0
1842,0.0
1844,0.05
1845,0.0
1846,0.0
1847,0.0
1850,0.0
1851,0.09
1852,0.0
1860,0.0
1862,0.06
1864,0.207654681244
1865,0.0
1866,0.01
1867,0.02
1870,0.05
1871,0.0
1872,0.0
1873,0.0
1874,0.1
1876,0.07
1878,0.04
1879,0.247496182835
1884,0.0
1885,0.02
1888,0.0
1893,0.09
1897,0.0
1901,0.0
1902,0.0
1903,0.0
1905,0.02
1907,0.0
1908,0.34
1919,0.04
1921,0.06
1926,0.0
1928,0.02
1930,0.0977847358677
1933,0.11
1934,0.07
1935,0.03
1939,0.13
1940,0.0
1942,0.0
1943,0.02
1945,0.0
1946,0.01
1948,0.02
1949,0.0
1952,0.0
1953,0.01
1955,0.0
1959,0.03
1963,0.0
1965,0.0
1967,0.0
1968,0.05
1969,0.0
1970,0.0
1973,0.0
1977,0.14
1978,0.0
1979,0.0
1988,0.1
1991,0.0
1994,0.0
1996,0.0
1997,0.04
1998,0.0
2000,0.08
2002,0.05
2004,0.0
2007,0.04
2008,0.01
2010,0.0
2011,0.04
2012,0.06
2015,0.0
2018,0.0
2019,0.0
2023,0.0
2024,0.02
2026,0.0
2028,0.0
2029,0.0
2031,0.0
2033,0.02
2034,0.13
2037,0.076
2038,0.0
2039,0.01
2040,0.0
2042,0.0
2045,0.0
2048,0.01
2049,0.0
2050,0.04
